JOSE ALBERTO;CUATZIL;SANDOVAL;PLAN DE TUXTEPEC No 2807 COL LA REPUBLICA                                       
FELIPE ULISES;CUELLAR;SANCHEZ;HERCULES No 224 FRACC HERCULES                                                  
LOREN DE MONTSERRAT;CRUZ;SANDOVAL;AV COLON No 130 pte CTRO CD                                                     
JOSE OMAR;CRUCES;TORRES;APOLO No 913 COL CONTRY LA ESCONDIDA                                            
OSCAR ;CRUZ;UTRILLA;4a CALLE No 103 COL MIGUEL ALEMAN                                               
RICARDO EDEL;CRUZ;UGALDE;AV PASEO DE LOS LEONES No 2717 L-6 COL CUMBRES 3er SECTOR                       
DULCE CAROLINA EVELIA;CUELLAR;VALDIVIA;BUENOS AIRES No 415 COL VALLE DEL NOGALAR                                       
ELENA ;CURZIO;VILA;AV NOGALAR No 105 sur COL IND NOGALAR                                           
JUAN CARLOS;CUE;VEGA;BAUDELAIRE No 910 COL OBISPADO                                                  
MARIO ;CUEVAS;ZAMORA;AV KIEL No 2801 COL NARVARTE                                                    
MIGUEL ANTONIO;CUESTA;ZARCO;PORFIRIO DIAZ No 426 CTRO CD                                                    
XAVIER;CRUZ;ZAMORANO;DIEGO DE MONTEMAYOR No 340 sur CENTRO CD                                        
JOSE LUIS;DAVILA;CARBAJAL;BATALLON DE SAN PATRICIO No 109 PISO 11 COL VALLE OTE                           
DAVID ;DAVILA;ESTEFAN;ALFONSO REYES No 811 COL LOS SAUCES                                             
NAYELI ;DAMIAN;GUTIERREZ;AV COLON No 922 ote CENTRO CD                                                   
MARIA DEL CARMEN CECILIA;DAVILA;MARTINEZ;AV LAZARO CARDENAS No 1810 L-9y5 COL DEL PASEO RES                              
JOSE LUIS;DAVILA;MEDINA;OCTAVA No 1763 COL ARBOLEDAS DE NUEVA LINDAVISTA                                
LOURDES BERENICE;DAVID;PORTER;INDEPENDENCIA No 305 CTRO DE SAN PEDRO                                          
ANAMELI;DAVALOS;VAZQUEZ;CARR LIBRE A COLOMBIA No 705 COL LOS ALTOS                                      
TERESA ELIZABETH;DELGADO;AGUILAR;JOSE BELEN MENDOZA No 322 COL VALLE DE LAS SABINAS                              
EDUARDO ;DELFIN;BRAVO;GUADALUPE VICTORIA No 100 COL ALTAMIRA                                          
MARIA ELENA;DELGADO;CARRILLO;CERRO DE LA CONFORMIDAD No 2711-C COL MIRADOR RES                               
JUANA MARIA PATRICIA;DELUERA;CANCHOLA;ALUMINIO S/ COL SAN PEDRO 400                                                   
JOSE LUIS;DELGADO;CRESPO;PRIV CIRCUITO HDA DE COCOYOC No 426 COL EX HDA EL ROSARIO                       
MARIA ALICIA MIREYA;DELGADO;GOMEZ;ALBINO ESPINOSA No 1729 ote CTRO CD                                             
IVON MYRIAM;DELGADO;GOMEZ;1a AVENIDA No 1225 COL CUMBRES 2o SECTOR                                        
MONICA DIANA;DELGADO;GOMEZ;AV LOS ANGELES No 1000 BOD-132 MERCADO DE ABASTOS ESTRELLA                      
ALMA EDITH;DEVORA;IBARRA;GUERRERO No 244-A CENTRO CD                                                     
GEYNAR QUETZALI;DELGADO;MU�OZ;PADRE MIER No 944 pte CTRO CD                                                   
MARIO;DELGADO;MONTOYA;ESCOBEDO No 723 nte CTRO CD                                                     
MIGUEL ANGEL;DELGADO;MEDINA;AV MIGUEL ALEMAN No 5400 COL TORRES DE LINDA VISTA                              
RICARDO DANIEL;DELGADO;MU�OZ;DOBLADO No 1879 nte COL 1o de MAYO                                              
MARTHA TERESA;DELGADO;PERALTA;AV GONZALITOS No 999-A COL LEONES                                               
DANIEL ARMANDO;DELGADO;SARABIA;JOSE R PEÑA No 909 sur COL INDEPENDENCIA                                        
JORGE ANTONIO;DELGADO;SUMANO;LEONIDAS No 641 COL CUMBRES 3er SECTOR                                          
DIEGO ALBERTO;DEWAR;VISCARRA;5 de MAYO No 1878 pte COL MARIA LUISA                                           
ANA CECILIA;DI COSTANZO;ARMENTA;ALVAREZ No 420 nte CENTRO CD                                                    
DAVID ALEJANDRO;DIAZ;BARRIONUEVO;DIEGO DE MONTEMAYOR No 1526 nte COL TERMINAL                                    
KARINA;DIAZ;BALLESTEROS;LIBRA No 103 COL CONTRY                                                         
CHRISTOPHER ;DIAZ;CABRERA;ZARAGOZA No 1000 sur D-201 CTRO CD                                              
JULIO ALBERTO;DIAZ;CASTELLANOS;VICENTE GUERRERO No 108 pte CTRO SAN NICOLAS                                    
LAURA ;DIEZ DE URDANIVIA;CARMONA;LA BARCA No 4855 COL LOS ALTOS                                                  
ORLANDO;DIAZ;CHAVEZ;COAHUILA No 111 COL RESIDENCIAL APODACA                                         
SALVADOR ;DIAZ;CAMPOS;SAN BERNABE No 329 COL VALLE MORELOS                                            
ADALID ;DIAZ;DUARTE;TUXTLA No 507 COL MITRAS NORTE                                                  
LEONOR ;DIAZ;DIAZ;JAIME I No 3252 FRACC CAMINO REAL                                               
TOMAS ;DIAZ;DIAZ;FRANCISCO G.SADA No 2810 pte COL DEPORTIVO OBISPADO                             
ELISA ;DIAZ;GRAS;AV JUAREZ No 401 ote CTRO CD GUADALUPE                                          
FLOR DE MARIA ADRIANA;DIAZ;GONZALEZ;JUAN XXIII No 201 COL VILLA ALEGRE                                              
NORMA ARACELI;DIAZ;GODINEZ;PEDRO NORIEGA No 2006 pte COL TERMINAL                                          
OCTAVIO ;DIAZ;GARCIA DE LEON;AV CONSTITUYENTES DE NUEVO LEON No 300 COL ALAMOS DE CORREGIDORA                
ADRIANA;DIAZ;HERNANDEZ;OJOS DE SANTA LUCIA No 211 COL CONTRY                                           
JOSE LUIS;DIAZ MIRON;HINOJOSA;RIO SAN JUAN No 343 D-205 COL CENTRAL                                           
FRANCISCO JAVIER;DIAZ;DE LEON;VILLAS DE NICARAGUA No 361 COL ROBLE NUEVO 2o SECTOR                            
SUSANA ;DIONISIO;LOPEZ;AV LAZARO CARDENAS No 2400 L-A44 COL VALLE OTE                                  
TAMARA SAMAI;DIONISIO;LOPEZ;CALLE SUR 71-B No 214 COL JUSTO SIERRA                                          
CLAUDIA ;DIAZ;MORALES;SANTOS DEGOLLADO No 736 sur COL OBISPADO                                        
MARIA GUADALUPE;DIEGO;MARTINEZ;PEDRO RAMIREZ  V No 200 L-10 COL VALLE OTE                                      
ISAAC JACOB;DIAZ;MOLINA;PRESA DEL FUERTE No 1 L-92 COL. RECURSOS HIDRAULICOS                            
KARINA ;DIAZ;MENDOZA;AV LEONES No 3010 D-5 COL CUMBRES 5o SECTOR                                     
LETICIA;DIAZ INFANTE;MENDEZ;AV VENUSTIANO CARRANZA No 480 sur CTRO CD                                       
MARIANA AGUSTINA;DIAZ;NAGORE;RIO DE GUATEMALA No 100 COL VILLAS DEL RIO                                      
RODOLFO FLORENTINO;DIAZ;ORTEGA;AV VENUSTIANO CARRANZA No 500 nte CTRO CD                                       
ANA BERENICE;DIAZ CEBALLOS;PARADA;ISAAC GARZA No 450 CTRO CD                                                      
GERARDO ;DIAZ;RODRIGUEZ;TRES RIOS No 4537 COL VILLA DEL RIO                                             
MIGUEL IGNACIO;DIAZ;REYNOSO;"VIA  A TAMPICO No 1315 COL CANTU
                                               "
PIERRE ;DIAZ;RAMIREZ;AVE. PROLONGACION ALFONSO REYES No. 2612, PISO 8, COL. DEL PASEO RESIDENCIAL
GABRIELA;DIAZ;SALINAS;FRAY EUSEBIO KINO No 249 COL ROBLE NORTE
IRMA ANGELICA;DIAZ;SANCHEZ;CARLOS SALAZAR No 1943 ote COL OBRERA
LUIS ENRIQUE;DIEGO;SANDOVAL;BOULEVARD MANUEL AVILA CAMACHO N0.40-17 COL.LOMAS DE CHAPULTEPEC.
MAGDALENA ;DIAZ;TELLEZ;PRIVADA RODRIGUEZ No 430-1 A COL MARIA LUISA                                    
HEINSER IVAN;DIAZ;ULLOA;JUPITER No 1511 COL NUEVA LINDAVISTA                                            
LILIANA ELIZABETH;DIAZ;VILLEGAS;LORETO No 750 COL MITRAS PONIENTE                                               
URSULA REGINA;DOZAL;ALVARADO;JUPITER No 1511 COL NUEVA LINDAVISTA                                            
LUIS ANGEL;DOMINGUEZ;BRITO;5 de MAYO No 975-B CENTRO CD                                                    
TALPA ESTHER;DOMINGUEZ;BAZA�EZ;INSURGENTES No 688 sur PISO No 5 COL DEL VALLE                                  
JOSE ANTONIO;DOMINGUEZ;CARBALLO;PENSYLVANIA No 4 2o PISO COL NAPOLES                                            
DANIEL ;DOMINGUEZ;CANTU;MAGNOLIA ORIENTE No 1711 COL REFORMA                                            
DIEGO GERARDO;DOMINGUEZ;CARDONA;CAPITAN DE MEDEROS No 555-A FRACC CAMPESTRE MEDEROS                             
ANGEL JAVIER;DORANTES;ECHEVESTE;DIEGO DE MONTEMAYOR No 809 nte CTRO CD                                          
IVAN GERALDO;DOMINGUEZ;GONZALEZ;AV TITAN No 153-C COL CUAUHTEMOC                                                
MINERVA BERENIZE;DOMINGUEZ;GARCIA;AV GUERRERO No 3205 COL DEL NORTE                                               
MIREYA MARLENE;DOMINGUEZ;GUILBOT;RAYON No 480 sur CTRO CD                                                        
SEGUISMUNDO;DOGUIN;GARAY;EDISON No 3105 nte FRACC INDUSTRIAL                                             
MARIA LUCIA;DOHI;MARQUEZ;CALLE 7 No 1434 COL AGUILERA                                                    
ROSALINDA ;DOMINGUEZ;MEDINA;CARR A HUINALA  Km 1.3 No 400 COL EL MILAGRO                                    
VICTOR;DOMINGUEZ;MOTA;2a AVENIDA No 906 COL JARDINES DE ANAHUAC                                       
HECTOR MANUEL;DOMINGUEZ;SANCHEZ;CAMINO REAL MEZQUITAL APODACA No 600 CTRO APODACA                               
KEVIN ENRIQUE;DORANTES;SANCHEZ;TEPATITLAN No 201 COL MITRAS SUR                                                
YOLANDA;DOMINGUEZ ;SANCHEZ;PRIV LERIDA No 4852 COL RESIDENCIAL LA HACIENDA                                 
ROSARIO ELENA;DURAZO;ANGULO;FRANCISCO DIAZ DE LEON No 228 COL EL ROBLE                                      
ERIC EMMANUEL;DUARTE;GAMBOA;HAMBURGO No 254-201 COL JUAREZ                                                  
ALEJANDRA;DURAN DE HUERTA;DE LILLE;ARTICULO 123 No 1612 COL TALLERES                                               
ELIZABETH ;DUARTE;MARIN;CALZADA VICTORIA No 1440 COL INDUSTRIAL                                         
JOSE DE LA LUZ ;DURON;PALOMINO;LOMAS DEL CIPRES No 501 COL LOMAS DEL CAMPESTRE                                 
ROCIO PAULINA;DUE�AS;RUIZ;RAFAEL PLATON SANCHEZ No 411 sur CTRO CD                                        
MARIA FERNANDA;DURAN;TINAJERO;AYUNTAMIENTO No 125 COL CENTRO                                                  
MARCELO LUIS;EBRARD;CASAUBON;5a AVENIDA No 983 COL ZIMEX                                                     
SALVADOR;ESTRADA;CASTRO;CAMINO DEL LAGO No 4644 COL CORTIJO DEL RIO                                     
MAURICIO ;ESCANERO;FIGUEROA;AV MANUEL L BARRAGAN No 2968 COL BELLA VISTA                                    
LAURA ISABEL;ESTRADA;GARCIA;JUAN I RAMON No 1209 ote CTRO CD                                                
JOSE MIGUEL;ESTRADA ;GONZALEZ;AV 20 de NOVIEMBRE No 100-10 COL TRABAJADORES                                   
FRANCISCO JAVIER;ESTRADA;HERRERA;ALVAREZ No 498 sur CTRO CD                                                      
LAURA ;ESPARZA;LEON;CALZADA LAZARO CARDENAS No 850 COL EDUARDO GUERRA                               
ARMANDO MANUEL;ESPARZA;MIRANDA;PEDREGAL DE LA CATARATA No 5624 COL PEDREGAL                                    
ABEL ;ESCARTIN;MOLINA;CHAMULA No 129-1 ote COL RESIDENCIAL AZTECA                                     
ARTURO RENE;ESCALONA;MENDEZ;CAPITAN MARIANO AZUETA No 205 COL BUENOS AIRES                                  
KAREN OSIRIS;ESTRADA;MERAZ;AV LOPEZ MATEOS No 219 COL LOS ANGELES                                          
RAQUEL ;ESTALA;MORENO;AV CAMINO DE LA PRADERA No 1315 COL ARCOS DEL SOL                               
JESUS ENRIQUE;ESCAMILLA;NU�EZ;FAJA DE ORO No 205 COL PETROLERA                                                
FERNANDO ;ERAZO;ORTEGA;RAMON TREVINO No 318 CTRO SAN NICOLAS                                           
CECILIA ;ESLAVA;PI�A;SAN JOSE No 4825 COL LOS CEDROS                                                 
PRISCILA GRACE;ESCAMILLA;PEREZ;TREVINO No 1244 ote CENTRO CD                                                   
ANA PAULINA;ESCARCEGA;ROSS;ANTIGUOS EJIDATARIOS No 1305 COL MA MALDONADO GUTIERREZ                         
CARLOS ;ESCARTIN;RANGEL;CIRCUITO DE LA PAZ No 211 COL INF.MONTERREAL                                    
DIEGO ALBERTO;ESTRADA;RAMOS;MARTE No 1524 COL PASEO DE LOS ANDES                                            
ERNESTO;ESCAMILLA;RODRIGUEZ;AV SANTO DOMINGO No 1009 COL LAS PUENTES 4o SECTOR                              
NORMA SIYU;ESCALANTE;REYNOSO;CALLE 3 No 626 COL VILLA AZUL                                                   
SERGIO ;ESTRADA;ROJAS;ACETONA No 1203 COL JUAN JUAN GUERECA                                           
MARIA ISABEL;ESTRADA;SANCHEZ;AV VASCONCELOS No 205-A COL DEL VALLE                                           
MIGUEL FERNANDO;ESCALANTE;SANDOVAL;PASO CUCHARAS No 300 PARQUE IND ESCOBEDO                                        
VICTOR HUGO;ESTRADA;SOLIS;RUPERTO MARTINEZ No 1721 pte CTRO CD                                            
CARLOS ALBERTO ;ESPARZA;VAZQUEZ;AV LAZARO CARDENAS No 4000L-27A COL LAS BRISAS                                  
OSCAR ARTURO;ESPARZA;VARGAS;BLVD JOSE MA MORELOS No 3649 COL PURISIMA DE JEREZ                              
BEATRIZ ;ESSESO;CRESPO;ISIDORO SEPULVEDA No 705 COL HACIENDA SANTA FE                                  
EFREN;ESPEJEL;CABRERA;AV FELIX U GOMEZ No 301 nte COL OBRERA
JUAN GABRIEL;ESPEJO;CEBALLOS;AV PASEO DE LA REFORMA No 6242 COL CD SATELITE                                  
INES;ECHEVARRIA;HAYEM;SANTA MONICA No 2316 int 5 COL LOMAS DE SAN FRANCISCO
GLORIA CLEMENTINA;ESPERON;JIMENEZ;VASCO DE QUIROGA No 2121 PISO 4 COL PENA BLANCA STA FE                          
JORGE ERNESTO;ESPEJEL;MONTES;MONTE QUIRINAL No 117 COL FUENTES DEL VALLE
ALEJANDRA ;ESTEVEZ;RICO;PINAL DE AMOLES No 201 COL ESTRELLA
JUAN MANUEL;ENCISO;ARANDA;PASEO DE LA REFORMA No 6035 COL EDUARDO A ELIZONDO
JUAN MANUEL;ESPINOZA;AVILES;PARICUTIN No 316 sur COL ROMA
VANESSA ADRIANNE;ESPINOSA;AGUIRRE;ACATEMPAN No 460 COL VICENTE GUERRERO
LUIS GERARDO;ELIZONDO;BELDEN;HIDALGO No 2622 pte COL OBISPADO
ALEJANDRO IVES;ESTIVILL;CASTRO;GOLFO DE MEXICO No 2142 COL BERNARDO REYES
ASHANTTYA DANIELA CRISTINA;ENRIQUEZ;CONTRERAS;TESALIA No 118 COL VALLE DE SAN CARLOS
LUZ MARIANA;ESPINOZA;CASTILLO;1a AVENIDA No 1665 COL NUEVA LINDAVISTA
OCTAVIO ISRAEL;ENRIQUEZ;FREYRE;BLVD HAROLD R PAPE No 1012-3 CTRO MONCLOVA
CYNTHIA ALEJANDRA;ESPINOSA;GALVEZ;AV GIRASOLES No 100 COL LOS GIRASOLES
NATALIA IDALIA;ENRIQUEZ;GARCIA;PROL MADERO No 4221 COL FIERRO
CLAUDIA LETICIA;ESPINOSA;HERNANDEZ;2 de ABRIL No 905-B COL INDEPENDENCIA
MARIA DE LA ASUNCION ;ESPINOSA;ISLAS;RIO BALSAS No 1104 COL CASA BLANCA
LAURA;ENRIQUEZ;IBARRA;DIEGO DE MONTEMAYOR No 519-B CTRO CD
DIEGO ;ESPINOSA;LEON;CABO SAN LAZARO No 3944  COL RINCON DE LA PRIMAVERA
MONICA ;ESPINOSA;LOZADA;PORFIRIO DIAZ No 205 sur CTRO CD
BERENICE ;ELIZONDO;MENDIA;SAN JOSE No 626 COL JARDINES DE SAN PATRICIO
GUSTAVO ;ESPINOZA;MARTINEZ;AV PASEO DE LA REFORMA No 155 3er PISO COL LOMAS DE CH
JORGE CUAUHTEMOC;ELIZONDO;MEJIA;AV RODRIGO GOMEZ No 1732 COL NUEVA MORELOS
JUAN ALEJANDRO;ELIZARRARAS;MORENO;AV BERNARDO REYES No 1629 nte COL INDUSTRIAL
MAURA ALICIA;ENCISO;MANZO;ALDAMA No 603 CTRO SAN PEDRO
RIGOBERTO ;ESPINOZA;MARTINEZ;AV GONZALITOS No 351 sur COL CHEPEVERA
VICTOR HUGO;ESPINOZA;MARTINEZ;PRIV JOSE MARROQUIN LEAL No 221 nte CTRO CD
FERNANDO ISRAEL;ESPINOSA;OLIVERA;AV LUIS DONALDO COLOSIO No 110 COL BARRIO GUADALUPE
HERMILO ;ESPINOSA;PORTILLO;PINO ESCOBETON No 1921 COL PRIVADA PINOS
CLAUDIA LISSETTE;ESPINOSA;RAMOS;AV BENITO JUAREZ No 4224 COL GUADALUPE VICTORIA
EVELIA;ESPINOZA;ROMERO;12 de DICIEMBRE No 429 COL EL ROBLE
RUBEN TADEO ;ESPINOZA ;RUIZ ;AV STIVA No 410 PARQUE IND BARRAGAN
LUIS GUILLERMO;ELIAS;VILLANUEVA;AV ALFONSO REYES No 2918 FRACC BERNARDO REYES
MIREYA ;ESPINOSA;ZEA;ALLENDE N0.204 PTE.COL.CENTRO MONTEREY
DAVID RUBEN;ESCOBAR;ANAYA;TLAXCALA No 903 COL INDEPENDENCIA
DULCE MARIA BEATRIZ;ESCOBIO;ARENAS;JOSE BENITEZ No 2310 COL OBISPADO
MARIA DEL PILAR ;ESCOBAR;BAUTISTA;ANGELA PERALTA No 239 L-6 COL EX SEMINARIO
JUDITH ;ESCOBAR;CARRE;AV LAS CABANAS No 513 COL LAS CABANAS
JULIO CESAR;ESCOBEDO;FLORES;AV PROL ALCALDE No 2259 COL SANTA MONICA
DIEGO OMAR;ESCOBAR;GARCIA;JUAN SALVADOR AGRAZ.N0.40 PISO 12 COL.SANTA FE
XIMENA;ESCOBEDO;JUAREZ;RAFAEL J.VERGER No 1899 L-9 COL OBISPADO
ALMA NAYELI;ESCOBAR;LARA;PLATON SANCHEZ No 805 CENTRO CD
MARIA DEL CARMEN ;ESCOBEDO;LOPEZ;AV VASCONCELOS No 619-B COL DEL VALLE
ADANEY YAJAIRA;ESCOBEDO;MIRANDA;GUADALUPE No 120 ote CTRO CD GUADALUPE
CARLOS ;ESCOBAR;MENDOZA ;INGENIEROS No 227 COL TECNOLOGICO
DAVID;ESCOBAR;MARTINEZ;BATALLON DE SAN PATRICIO No 111 piso 30 COL VALLE OTE
JUSTO FEDERICO;ESCOBEDO;MIRAMONTES;ANASTACIO BUSTAMANTE No 1102 COL BELLA VISTA
MANUEL ;ESCOBAR;QUIROZ;BERLIN No 702 COL EL REFUGIO
TERESA ;ESCOBAR;QUINTANA;SAN FRANCISCO No 809 COL IND NOGALAR
ALMA LETICIA;ESCOBEDO;VALDERRAMA;MUTUALISMO No 445 COL LEONES
ENRIQUE ERNESTO;ESCORZA;ZAMUDIO;VIA SAVOTINO No 519 COL FUENTES DEL VALLE
LETICIA ;EUGENIO;AGUILAR;CALLEJON DE LOS ARIZPE No 2601 CTRO DE SAN PEDRO
SANDRA ;ESQUIVEL;ALVAREZ;BLVD VENUSTIANO CARRANZA No 5762 L-8 COL SAN AGUSTIN
ARMANDO FERNANDO;ESCUDERO;CHAVEZ;JOSE BENITEZ No 1927 COL OBISPADO
JOSE CRESENCIO GERMAN;EDUARDO;CASIANO;LERDO No 714 COL MITRAS NORTE
LANDY EDITH;ESQUIVEL;CORDERO;HEROE DE NACOZARI No 1514 COL TALLERES
AIDEE VIRIDIANA ;ESQUIVEL ;HERNANDEZ ;CIRCUITO DEL PEDREGAL No 201-A COL LOMAS DEL PEDREGAL
LUIS MIGUEL ;ELGUEA;JOSE;EUSEBIO KINO No 229 COL ROBLE NORTE
ANA LILIA;ESQUIVEL;MALDONADO;AV RESTAURADORES No 1001 ote B-2 COL LOS ARCOS
JULIAN ;ESCUTIA;RODRIGUEZ;PUERTO TAMPICO No 228 COL LA FE
BERNARDINA ;EUFRAGIO;SANCHEZ;16 de SEPTIEMBRE No 112-A COL LOS ALAMOS
DENISSE ;FATO;ALDECO;LAMANAI No 100 COL MAYA
LAURA GENOVEVA;FRAGOSO;AYALA;AV GOBERNADORES No 453 COL BUROCRATAS DEL EDO
MARCO ANTONIO;FRAIRE;BUSTILLOS;AV FELIX U GOMEZ No 2806 COL CEMENTOS
LUIS ENRIQUE MATEO;FRANCO;DIAZ DE LEON;CALLE DE LA PUESTA No 257 COL PORTAL DE XOCHIMILCO
ANA LUISA;FAJER;FLORES;CASTELAR No 1406-B OTE COL ANCIRA
ERICK IVAN;FRANCO;GONGORA;AV MANUEL L BARRAGAN No 100-A L-6 COL CASABELLA
CLAUDIA ;FRANCO;HIJUELOS;ANAHUAC No 120 COL LIBERTAD
GLORIA PASCUALA;FRANCO;HERNANDEZ;PROL MORELOS No 2006 int-2 COL CARACOL
DALIA VERONICA;FRANCO;JIMENEZ;RUBI No 502 COL NEXXUS RES SECTOR DIAMANTE
BRUNO ANTONIO;FRAIRE;LASTRA;AV RUIZ CORTINEZ  S/N EDF -7 DEPTO-57 COL FCO NARANJO
LORENA;FRANCIS;LANCE;ISAAC GARZA No 2203 ote COL OBRERA
MACARENA ;FRAGOSO;LOPEZ;BERMUDAS No 146 COL VISTA HERMOSA
ALAN REYNALDO;FABILA;MU�OZ;REFORMA No 3016 pte COL MITRAS CENTRO
MARIA GABRIELA ;FALCON;MARTINEZ;AV EJERCITO NACIONAL No 579 PISO-8 COL GRANADA
MAYRA LUZ;FALCON;MU�OZ;CIAPAS No 302-A COL NVO REPUEBLO
WILLIAM JORGE;FRANCO;MOLINA;HDA DE COCOYOC No 4230 COL RES LA HACIENDA
LIZET;FABIAN;RAMIREZ;ESCOLLERA No 3107 COL RIBERAS DEL RIO
EDUARDO ;FRAGOSO;SALOMON;RUPERTO MARTINEZ No 837 CTRO CD
LILIANA CINDY;FARRERA;TRUJILLO;DIEGO DE MONTEMAYOR No 340 CTRO CD
ZOILA MARGARITA;FARRERA;TRUJILLO;SANTO DOMINGO No 304 FRACC LAS MISIONES
ARGELIA JEZZABBEL;FACIO;VELAZQUEZ;PRIV SANTA JULIA No 104 B-A COL SANTA JULIA
IVY ;FRANCO;VALDES;AV VASCONCELOS No 501-A COL DEL VALLE
GILBERTO;FERNANDEZ;AVI�A;BAMBU No 400-A COL ARBOLEDAS DE SANTO DOMINGO
GERARDO ALFREDO;FERIA;AMAYA;AV MADERO No 3993 ote COL FIERRO
SANDRA BELEN;FERNANDEZ;ALVAREZ;AV PASEO DE LOS LEONES No 2401 COL CUMBRES 3er SECTOR
MARIO ANTONIO;FERNANDEZ;BERNABE;AV CHAPULTEPEC No 108 ote COL VALLE DE CHAPULTEPEC
CARLOS ISAURO;FELIX;CORONA;PARRAS No 304 COL MITRAS CENTRO
ELIZABETH ;FERNANDEZ;CORTES;AV PASEO DE LOS LEONES No 2955-C COL CUMBRES 5oSECTOR
FERNANDO;FELIX ;CASTA�EDA;TUXTLA No 716 COL MITRAS NORTE
GENOVEVA ;FERNANDEZ;CAMACHO;CALZADA DEL VALLE No 400 int 1112 COL DEL VALLE
HERIBERTO ;FELIX;CHASSIN;ZUAZUA No 240 sur CTRO CD
CARLOS ;FERNANDEZ;DITTMANN;HACIENDA DEL RIO No 854 COL HACIENDA LAS MARGARITAS
JENNIFER SOPHIE CATHERINE;FELLER;ENRIQUEZ;CARR A SAN PABLO No 60 COL SAN LUCAS XOCHIMANCA
FABIOLA NELLY;FERNANDEZ;FUENTES;PADRE MIER No 544 ote CTRO CD
JORGE ANGEL ;FERRAT ;GARCIA ;AV LAS FLORES No 200 COL MISION DE LA SILLA
GISELE ;FERNANDEZ;LUDLOW;OXCHUC No 13 COL LAS LOMITAS                                                    
ROMAN ALBERTO;FERNANDEZ;LOPEZ;AV PASEO DE LOS LEONES No 1684 COL CUMBRES 1er SECTOR
CAROLINA MARIA;FERNANDEZ;OPAZO;FRANCISCO TOLEDO No 425 COL QUINTA COLONIAL
LUIS GABRIEL;FERRER;ORTEGA;CHIAPAS No 2713 COL VIVIENDA POPULAR
MARCOS;FERNANDEZ ;OCHOA;CARR CASASANO-CALDERON No 1 COL CASASANO
CITLALLI ;FERNANDEZ;SERANTES;CARR HUINALA No 555 COL EL MILAGRO
ILSE LILIAN;FERRER;SILVA;CERRO DEL CUBILETE No 939 COL LAS PUENTES 10 SECTOR
LUIS ;FERRER;SILVA;CALLE 1a AV NORTE No 100 COL GUERRA
MARIA TERESA;FERNANDEZ;SANTISTEBAN;DIAZ MIRON N0.35,ESQ.LOMA DEL ESTADIO COL.CENTRO
INGRID KARINA;FERNANDEZ;TAMEZ;RIO DE LA PLATA No 309-PB COL DEL VALLE
HORTENSIA ;FIGUEROA;AMARO;RINCON DEL LLANO No 7818 COL RINCON DE GUADALUPE
LUIS ENRIQUE;FRIAS ;ARVIZU;PARIS No 2288 COL JUANA DE ARCO
RUBEN ;FIERROS;CHAIRA;AV PERIFERICO SUR No 4293 COL JARDINES DE LA MONTANA
GIOVANNI CESAR;FIERRO ;ESQUIVEL;JARDIN NORTE No 408 COL JARDINES DEL CONTRY
BRUNO ;FIGUEROA;FISCHER;FRANCIA No 2348 COL JUANA DE ARCO
ALBERTO ;FIERRO;GARZA;AV DIEGO DIAZ DE B. No 108-B COL JARDINES DE ANAHUAC
LAURO ;FIGUEROA;GARRIDO;PRIV SAUCE No 246 COL JARDIN
NATALIA;FIGUEROA;LIMA;SUR 101-B No 315 COL HEROES DE CHURUBUSCO
MARIO ENRIQUE;FIGUEROA;MATUZ;PRIV DIEGO VELAZQUEZ No 218 COL CUMBRES 3er SECTOR
MARIANA ;FLORES;ABDO;AV VASCO DE QUIROGA No 1800 COL CENTRO CD STA FE
OLGA LIDIA;FLORES;AMBROSIO;MANUEL DE LA BARCENA No 1082 COL NINO ARTILLERO
JOSE MODESTO;FLORES;BOCANEGRA;CALLE S-8 No 167 COL METROPLEX
ULISES ;FLORES;BUENROSTRO;23 DE ABRIL No 1207 COL FCO I MADERO
AIDA MARGARITA;FLORES;DIAZ;AV CONSTITUCION No 1881 pte INT-206 COL OBISPADO
ROCIO ;FLORES;FONSECA;PRIV OCOTLAN No 5525 COL ALVARO OBREGON
ELVIA ;FLORES;GARCIA;ANDRES MOLINA ENRIQUEZ No 4412 COL VIADUCTO PIEDAD
ITZEL JOCELYN ;FONSECA;GUZMAN;DR MARQUEZ No 19 COL DOCTORES
JAIME RAMON;FLORES;GONZALEZ;PASEO SAN PEDRO No 125 COL RINCON DE LA FUENTES
LILIANA ;FLORES;GAZCA;MANGLE No 338 COL JARDINES DE CASABLANCA
CRYSTAL ;FLORES;HERNANDEZ;MONTE KENYA No 1610 COL NUEVAS PUENTES
TANIA SONIA;FLORES;HERNANDEZ;MONTERREY No 676 COL LIBERTAD
JAVIER ;FLORES;;HERMOSILLO No 121 COL MITRAS CENTRO
DIEGO EDUARDO;FLORES;JIMENEZ;PUERTA DEL SOL No. 320 B, COLINAS DE SAN JERONIMO
JIMENA;FLORES;JUNCO;PARAISO No 5 COL HDA EL ROSARIO
NATALIA ;FORTUNY;JEREZ;INDIANA No 4408 FRACC ABRAHAM LINCOLN
EDMUNDO ;FONT;LOPEZ;RIO POTOMAC No. 573, COL. DEL VALLE, SAN PEDRO GARZA GARCÍA, N.L.
ROSA ANGELICA;FLORES;LANDEROS;MIMI DERVA MZ 39 LTE. 284, COL. LA FORESTAL,  GUSTAVO A. MADERO, MÉXICO, D.F.
